No.,Time,Source,Destination,Protocol,Length,Info
8664,0.057806,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294181956 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789910
8665,0.057823,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=1229602 Win=16375 Len=0 TSval=1631208141 TSecr=851307171
8666,0.057824,92.137.175.138,133.74.33.183,TCP,58,63915  >  8530 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8667,0.057824,45.180.169.140,133.251.190.25,TCP,54,"59510  >  19553 [RST, ACK] Seq=419 Ack=1 Win=0 Len=0"
8668,0.057824,64.110.122.92,202.235.195.6,TCP,66,443  >  53673 [ACK] Seq=1 Ack=131869 Win=3144 Len=0 TSval=2657023571 TSecr=973961771
8669,0.057825,203.242.72.140,222.101.222.163,TCP,74,"22  >  35424 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=3715573752 TSecr=3480512 WS=128"
8670,0.057826,45.180.169.140,133.251.190.25,TCP,63,"[TCP Out-Of-Order] 59510  >  19553 [PSH, ACK] Seq=410 Ack=1 Win=256 Len=9"
8671,0.057826,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294183404 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789910
8672,0.057848,203.242.85.196,172.83.160.12,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
8673,0.057848,203.242.85.196,126.237.41.245,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8674,0.057857,203.242.85.196,87.70.122.78,ICMP,60,"Echo (ping) request  id=0xef27, seq=2659/25354, ttl=61 (no response found!)"
8675,0.057876,203.242.85.196,1.174.105.149,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8676,0.057881,17.146.183.62,202.235.195.6,TCP,1514,443  >  49419 [ACK] Seq=11585 Ack=1 Win=123 Len=1448 TSval=2846122966 TSecr=693219836
8677,0.057886,203.242.85.196,52.223.225.143,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8678,0.057893,163.171.239.121,52.55.254.252,TCP,54,60306  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=0
8679,0.057894,17.146.183.62,202.235.195.6,TCP,1514,443  >  49419 [ACK] Seq=13033 Ack=1 Win=123 Len=1448 TSval=2846122966 TSecr=693219836
8680,0.057897,203.242.85.196,180.95.246.184,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8681,0.057906,17.146.183.62,202.235.195.6,TCP,1514,443  >  49419 [ACK] Seq=14481 Ack=1 Win=123 Len=1448 TSval=2846122966 TSecr=693219836
8682,0.057923,45.80.189.80,203.242.71.179,TCP,150,"45780  >  22 [PSH, ACK] Seq=1 Ack=1 Win=262 Len=84 TSval=2626310925 TSecr=764128787"
8683,0.057923,17.146.183.62,202.235.195.6,TCP,1514,443  >  49419 [ACK] Seq=15929 Ack=1 Win=123 Len=1448 TSval=2846122966 TSecr=693219836
8684,0.057924,219.100.47.192,203.242.70.148,TCP,54,63409  >  20080 [ACK] Seq=1 Ack=79147 Win=4109 Len=0
8685,0.057946,203.242.85.196,178.173.138.10,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8686,0.057947,203.242.85.196,201.222.128.67,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8687,0.057948,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=955215 Ack=1 Win=1025 Len=1414
8688,0.057955,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294184852 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789911
8689,0.057972,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294186300 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789911
8690,0.057973,203.242.85.196,52.162.91.235,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8691,0.057979,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=956629 Ack=1 Win=1025 Len=1414
8692,0.057991,60.181.32.144,203.242.66.199,TCP,1468,"63875  >  35089 [PSH, ACK] Seq=958043 Ack=1 Win=1025 Len=1414"
8693,0.057993,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=691881 Ack=145 Win=1452 Len=1412
8694,0.057995,203.242.85.196,111.71.78.193,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8695,0.058004,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=959457 Ack=1 Win=1025 Len=1414
8696,0.058016,203.242.85.196,177.155.18.214,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
8697,0.058016,195.135.58.188,133.74.214.167,TCP,54,34874  >  81 [SYN] Seq=0 Win=65535 Len=0
8698,0.058017,173.66.47.150,202.235.195.6,TCP,397,"443  >  56763 [PSH, ACK] Seq=16753 Ack=1 Win=693 Len=331 TSval=2611009900 TSecr=1137288231"
8699,0.058017,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=960871 Ack=1 Win=1025 Len=1414
8700,0.058017,203.163.225.239,163.171.0.199,TCP,66,"443  >  33380 [FIN, ACK] Seq=1 Ack=1 Win=49 Len=0 TSval=639442470 TSecr=4986944"
8701,0.058018,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=145 Ack=569037 Win=26723 Len=0
8702,0.05802,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=1235098 Win=16375 Len=0 TSval=1631208141 TSecr=851307171
8703,0.058039,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=693293 Ack=145 Win=1452 Len=1412
8704,0.058039,203.242.85.196,92.33.225.114,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8705,0.058062,203.242.85.196,194.89.62.243,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8706,0.058063,203.242.85.196,110.228.55.201,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8707,0.058063,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=694705 Ack=145 Win=1452 Len=1412
8708,0.058063,203.242.85.196,80.45.191.85,ICMP,60,"Echo (ping) request  id=0xe527, seq=2091/11016, ttl=61 (no response found!)"
8709,0.058065,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=513729 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8710,0.058069,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=515125 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8711,0.058085,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=516521 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8712,0.058093,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=517917 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8713,0.058104,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=519313 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8714,0.058112,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=696117 Ack=145 Win=1452 Len=1412
8715,0.058112,203.242.74.73,204.210.45.27,IPv4,114,[Packet size limited during capture]
8716,0.058116,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=520709 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8717,0.058128,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=522105 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8718,0.058128,203.242.85.196,84.229.250.185,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8719,0.05813,203.242.85.196,94.218.79.149,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8720,0.05814,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=523501 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8721,0.05815,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=697529 Ack=145 Win=1452 Len=1412
8722,0.058152,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=524897 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8723,0.058164,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=526293 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8724,0.058176,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=527689 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8725,0.058177,202.235.195.6,198.57.236.135,TCP,637,"63033  >  443 [PSH, ACK] Seq=1 Ack=1 Win=2594 Len=571 TSval=1404087236 TSecr=2355798117"
8726,0.058186,203.242.85.196,209.212.200.81,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8727,0.058187,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=698941 Ack=145 Win=1452 Len=1412
8728,0.058188,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=529085 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8729,0.0582,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=530481 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8730,0.0582,203.242.85.196,154.235.23.113,ICMP,60,"Echo (ping) request  id=0xdf27, seq=4476/31761, ttl=61 (no response found!)"
8731,0.058212,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=531877 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8732,0.058213,203.242.85.196,177.52.225.160,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8733,0.058213,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=700353 Ack=145 Win=1452 Len=1412
8734,0.058214,203.242.85.196,124.81.96.120,ICMP,60,"Echo (ping) request  id=0xdf27, seq=4476/31761, ttl=61 (no response found!)"
8735,0.058223,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=533273 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8736,0.05823,203.242.85.196,194.103.127.28,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8737,0.05823,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=701765 Ack=145 Win=1452 Len=1412
8738,0.058234,13.13.38.141,203.242.68.70,UDP,60,61408  >  1194 Len=14[Packet size limited during capture]
8739,0.058235,74.116.225.74,202.235.195.144,TCP,1385,443  >  56203 [ACK] Seq=534669 Ack=1 Win=296 Len=1319 TSval=450974 TSecr=4214194594
8740,0.058236,23.7.149.73,202.235.195.6,TCP,634,"80  >  51192 [PSH, ACK] Seq=8761 Ack=1 Win=1392 Len=580"
8741,0.058237,219.100.47.192,203.242.70.148,TCP,54,63409  >  20080 [ACK] Seq=1 Ack=84803 Win=4109 Len=0
8742,0.058243,203.242.85.196,146.184.190.213,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8743,0.058244,203.242.85.196,191.46.73.162,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8744,0.058255,203.242.74.73,204.210.45.27,IPv4,118,[Packet size limited during capture]
8745,0.058256,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294232636 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789911
8746,0.058267,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294234084 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789911
8747,0.058267,203.242.85.196,213.55.71.38,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8748,0.058279,203.242.85.196,80.40.81.249,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8749,0.05828,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=185605 Ack=1 Win=122 Len=1448 TSval=738009801 TSecr=1558766733
8750,0.058298,104.10.55.66,163.171.112.200,TCP,54,38426  >  22 [SYN] Seq=0 Win=65535 Len=0
8751,0.058298,203.242.85.196,181.246.130.136,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
8752,0.058299,203.242.85.196,114.240.29.204,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8753,0.058299,89.124.65.66,150.202.42.170,TCP,54,50379  >  9726 [SYN] Seq=0 Win=1024 Len=0
8754,0.058299,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=1243267 Win=16375 Len=0 TSval=1631208141 TSecr=851307171
8755,0.0583,194.159.50.81,203.242.71.213,DNS,724,Standard query response 0x361c[Packet size limited during capture]
8756,0.058301,13.2.90.184,202.235.195.6,TCP,1552,443  >  58859 [ACK] Seq=187053 Ack=1 Win=122 Len=1486 TSval=738009801 TSecr=1558766733
8757,0.058301,89.124.74.77,133.74.210.47,TCP,54,44687  >  1512 [SYN] Seq=0 Win=1024 Len=0
8758,0.058303,113.238.146.23,150.202.63.26,TCP,74,33505  >  54748 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 SACK_PERM TSval=112525418 TSecr=0 WS=256
8759,0.058322,64.110.122.92,202.235.195.6,TCP,66,443  >  53673 [ACK] Seq=1 Ack=134245 Win=3144 Len=0 TSval=2657023571 TSecr=973961771
8760,0.058339,202.235.195.33,13.148.76.84,TCP,1502,51787  >  443 [ACK] Seq=819329 Ack=1555 Win=657 Len=1448
8761,0.058344,203.242.68.70,185.209.63.198,TCP,283,"3389  >  8416 [PSH, ACK] Seq=1 Ack=134 Win=63483 Len=229"
8762,0.058345,77.103.9.212,150.202.35.6,TCP,54,40269  >  8888 [SYN] Seq=0 Win=1024 Len=0
8763,0.058346,203.242.85.196,86.79.255.162,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8764,0.058347,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294235532 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789911
8765,0.058356,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294236980 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789912
8766,0.058356,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=1246015 Win=16375 Len=0 TSval=1631208141 TSecr=851307171
8767,0.058364,203.242.85.196,79.230.59.171,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8768,0.058365,17.148.93.82,202.235.195.6,TCP,66,443  >  65124 [ACK] Seq=5015 Ack=2279 Win=35520 Len=0 TSval=1150455714 TSecr=1271038513
8769,0.058403,23.7.149.86,202.235.195.6,TCP,1514,443  >  54661 [ACK] Seq=89777 Ack=1 Win=980 Len=1448 TSval=1014532264 TSecr=92245579
8770,0.058407,203.242.85.196,119.224.209.80,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8771,0.058415,39.70.10.79,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=3948/27663, ttl=55"
8772,0.058416,23.7.149.86,202.235.195.6,TCP,1514,443  >  54661 [ACK] Seq=91225 Ack=1 Win=980 Len=1448 TSval=1014532264 TSecr=92245579
8773,0.058426,203.242.85.196,58.230.177.176,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8774,0.058426,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=820777 Ack=1555 Win=657 Len=1440
8775,0.058427,203.242.85.196,83.4.46.144,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8776,0.05843,203.242.66.199,126.194.92.34,TCP,94,[TCP Dup ACK 1990#7] 39837  >  54967 [ACK] Seq=32 Ack=4292987965 Win=24568 Len=0 TSval=2508378685 TSecr=1005916878 SLE=4294960447 SRE=17811 SLE=4294876877 SRE=4294959077 SLE=4294642607 SRE=4294875507
8777,0.058439,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=822217 Ack=1555 Win=657 Len=1440
8778,0.058457,203.242.85.196,94.103.81.198,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
8779,0.058457,202.235.195.33,13.148.76.84,TCP,1518,51787  >  443 [ACK] Seq=823657 Ack=1555 Win=657 Len=1464
8780,0.058458,17.148.89.180,163.171.243.103,TCP,1514,443  >  58629 [ACK] Seq=32795 Ack=1510 Win=32064 Len=1460
8781,0.058465,202.235.195.33,13.148.76.84,TCP,1502,51787  >  443 [ACK] Seq=825121 Ack=1555 Win=657 Len=1448
8782,0.058467,17.148.89.180,163.171.243.103,TCP,1514,443  >  58629 [ACK] Seq=34255 Ack=1510 Win=32064 Len=1460
8783,0.058479,17.148.89.180,163.171.243.103,TCP,1514,443  >  58629 [ACK] Seq=35715 Ack=1510 Win=32064 Len=1460
8784,0.058479,185.148.48.141,163.171.170.163,TCP,54,51942  >  25984 [SYN] Seq=0 Win=1024 Len=0
8785,0.05848,64.110.122.92,202.235.195.6,TCP,66,443  >  53673 [ACK] Seq=1 Ack=136621 Win=3144 Len=0 TSval=2657023572 TSecr=973961771
8786,0.058492,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=959457 Win=15308 Len=0
8787,0.058518,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=962285 Ack=1 Win=1025 Len=1414
8788,0.058519,219.100.47.192,203.242.70.148,TCP,54,63409  >  20080 [ACK] Seq=1 Ack=90459 Win=4109 Len=0
8789,0.05853,219.100.47.192,203.242.70.148,TCP,54,63409  >  20080 [ACK] Seq=1 Ack=93287 Win=4109 Len=0
8790,0.05853,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=963699 Ack=1 Win=1025 Len=1414
8791,0.058547,203.242.85.196,123.254.188.86,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
8792,0.058547,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=535988 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8793,0.058548,203.242.85.196,185.131.156.185,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8794,0.058554,203.242.85.196,156.234.163.219,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
8795,0.058555,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=537384 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8796,0.058572,17.146.183.62,202.235.195.6,TCP,1514,443  >  49415 [ACK] Seq=28961 Ack=1 Win=122 Len=1448 TSval=2846122967 TSecr=693219836
8797,0.05858,133.251.190.25,45.180.169.140,TCP,54,19553  >  59510 [RST] Seq=1 Win=0 Len=0
8798,0.05858,17.146.183.62,202.235.195.6,TCP,1514,443  >  49415 [ACK] Seq=30409 Ack=1 Win=122 Len=1448 TSval=2846122967 TSecr=693219836
8799,0.058592,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=538780 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8800,0.058608,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=540176 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8801,0.058615,17.146.183.62,202.235.195.6,TCP,1514,443  >  49415 [ACK] Seq=31857 Ack=1 Win=122 Len=1448 TSval=2846122967 TSecr=693219836
8802,0.058625,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=826569 Ack=1555 Win=657 Len=1440
8803,0.058627,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=541572 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8804,0.058643,133.251.190.25,45.180.169.140,TCP,54,19553  >  59510 [RST] Seq=1 Win=0 Len=0
8805,0.058644,202.235.195.33,13.148.76.84,TCP,1558,51787  >  443 [ACK] Seq=828009 Ack=1555 Win=657 Len=1504
8806,0.058644,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=962285 Win=15308 Len=0
8807,0.058645,133.251.190.25,45.180.169.140,TCP,54,19553  >  59510 [RST] Seq=1 Win=0 Len=0
8808,0.058645,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294238428 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789912
8809,0.058651,203.242.74.144,60.79.71.138,TCP,1474,80  >  50410 [ACK] Seq=446337 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803028
8810,0.058652,74.116.225.74,202.235.195.144,TCP,1462,443  >  56203 [ACK] Seq=542968 Ack=1 Win=296 Len=1396 TSval=450974 TSecr=4214194594
8811,0.058653,203.242.74.73,204.210.45.27,IPv4,113,[Packet size limited during capture]
8812,0.058655,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=447745 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803028"
8813,0.058661,203.242.74.144,60.79.71.138,TCP,1474,80  >  50410 [ACK] Seq=449153 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803028
8814,0.058662,203.242.74.73,204.210.45.27,IPv4,118,[Packet size limited during capture]
8815,0.058663,23.191.254.251,202.235.195.6,TCP,1514,[TCP Retransmission] 80  >  50820 [ACK] Seq=4294239876 Ack=1 Win=235 Len=1448 TSval=1640412710 TSecr=575789912
8816,0.058665,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=450561 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803028"
8817,0.05867,203.242.74.144,60.79.71.138,TCP,1474,80  >  50410 [ACK] Seq=451969 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030
8818,0.058674,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=453377 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030"
8819,0.058677,37.194.8.5,163.171.51.156,TCP,54,46272  >  8291 [SYN] Seq=0 Win=1024 Len=0
8820,0.058677,74.116.225.74,202.235.195.144,TCP,1539,443  >  56203 [ACK] Seq=544364 Ack=1 Win=296 Len=1473 TSval=450974 TSecr=4214194594
8821,0.058679,203.242.74.73,204.210.45.27,IPv4,114,[Packet size limited during capture]
8822,0.058679,203.242.74.144,60.79.71.138,TCP,1474,80  >  50410 [ACK] Seq=454785 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030
8823,0.058685,203.242.74.73,204.210.45.27,IPv4,114,[Packet size limited during capture]
8824,0.058686,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=456193 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030"
8825,0.058689,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=965113 Ack=1 Win=1025 Len=1414
8826,0.058694,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=457601 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030"
8827,0.058699,203.242.74.144,60.79.71.138,TCP,1474,80  >  50410 [ACK] Seq=459009 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030
8828,0.058702,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=966527 Ack=1 Win=1025 Len=1414
8829,0.058703,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=460417 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030"
8830,0.058715,17.146.183.62,202.235.195.6,TCP,1514,443  >  49415 [ACK] Seq=33305 Ack=1 Win=122 Len=1448 TSval=2846122967 TSecr=693219836
8831,0.058716,85.20.31.204,202.229.94.149,TCP,105,"22  >  50016 [PSH, ACK] Seq=1 Ack=1 Win=227 Len=39 TSval=612316461 TSecr=2109278869"
8832,0.058727,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=967941 Ack=1 Win=1025 Len=1414
8833,0.058739,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=1250137 Win=16375 Len=0 TSval=1631208142 TSecr=851307171
8834,0.058739,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=145 Ack=571861 Win=26723 Len=0
8835,0.058739,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=969355 Ack=1 Win=1025 Len=1414
8836,0.058756,185.148.48.141,133.251.150.184,TCP,54,51942  >  6889 [SYN] Seq=0 Win=1024 Len=0
8837,0.058756,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=145 Ack=574685 Win=26723 Len=0
8838,0.058756,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=965113 Win=15308 Len=0
8839,0.058757,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=970769 Ack=1 Win=1025 Len=1414
8840,0.058766,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=972183 Ack=1 Win=1025 Len=1414
8841,0.058766,219.100.47.192,203.242.70.148,TCP,54,63409  >  20080 [ACK] Seq=1 Ack=98943 Win=4109 Len=0
8842,0.058772,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=461825 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030"
8843,0.058775,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=463233 Ack=1 Win=64064 Len=1408 TSval=846867411 TSecr=724803030"
8844,0.058778,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=973597 Ack=1 Win=1025 Len=1414
8845,0.058795,60.181.32.144,203.242.66.199,TCP,1468,"63875  >  35089 [PSH, ACK] Seq=975011 Ack=1 Win=1025 Len=1414"
8846,0.058802,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=976425 Ack=1 Win=1025 Len=1414
8847,0.058816,64.110.122.92,202.235.195.6,TCP,66,443  >  53673 [ACK] Seq=1 Ack=138997 Win=3144 Len=0 TSval=2657023572 TSecr=973961771
